,Unnamed: 0,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork
1575,1575,Chevrolet Trailblazer 2.8 Nueva Ltz Tdci 200cv,46475.195822454305,https://auto.mercadolibre.com.ar/MLA-1165539876-chevrolet-trailblazer-28-nueva-ltz-tdci-200cv-ld-5-_JM#position=9&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Chevrolet,Trailblazer,2022,2.8 Nueva Ltz Tdci 200cv,Negro,Diésel,5,Automática,2.8,SUV
1576,1576,Jeep Compass 2.0 Td At9 4x4 Limited Plus,49608.35509138381,https://auto.mercadolibre.com.ar/MLA-1169021198-nuevo-jeep-compass-limited-plus-diesel-20-4x4-at9-0km-_JM#position=10&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Jeep,Compass,2021,2.0 Td At9 4x4 Limited Plus,Blanco,Diésel,5,Automática,2.4,SUV
1577,1577,Nissan Frontier 2.3bt Pro4x 4x4 At L22,36657.702349869454,https://auto.mercadolibre.com.ar/MLA-1255211556-nissan-frontier-2023-23bt-pro4x-4x4-at-l22-_JM#position=11&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Nissan,Frontier,2023,2.3bt Pro4x 4x4 At L22,Gris,Diésel,4,Automática,2.3,Pick-Up
1579,1579,Audi Q3 1.4 35tfsi 150 Cv,,https://auto.mercadolibre.com.ar/MLA-1140213453-nueva-audi-q3-0km-35-tfsi-15-audibsas-2021-2022-150cv-2020-_JM#position=13&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Audi,Q3,2022,1.4 35tfsi 150 Cv,Azul,Nafta,5,Automática,1.4,SUV
1580,1580,Volkswagen Vento 1.4 Highline 150cv At,28690.328981723236,https://auto.mercadolibre.com.ar/MLA-1230819307-volkswagen-vento-highline-250-tsi-at-my21-0-km-22-_JM#position=14&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Volkswagen,Vento,2022,1.4 Highline 150cv At,Gris,Nafta,4,Automática,1.4,Sedán
1581,1581,Renault Kangoo Ii Express Confort 1.6 Sce,12793.733681462141,https://auto.mercadolibre.com.ar/MLA-1292124951-renault-kangoo-ii-express-confort-16-2-asientos-tomo-per-jl-_JM#position=15&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Renault,Kangoo,2022,Ii Express Confort 1.6 Sce,Blanco,Nafta,3,Manual,1.6,Furgón
1583,1583,Chevrolet Onix 1.0 Turbo Premier Ii At,13300.52219321149,https://auto.mercadolibre.com.ar/MLA-1311327426-chevrolet-onix-premier-5p-2023-automatico-full-ltz-2022--_JM#position=17&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Chevrolet,Onix,2023,1.0 Turbo Premier Ii At,Blanco,Nafta,5,Automática,1.0,Hatchback
1584,1584,Renault Alaskan 2.3 Bit 16v Iconic At 4x4,32898.17232375979,https://auto.mercadolibre.com.ar/MLA-904834183-renault-alaskan-outsider-4x4-at-23-bi-turbo-190cv-tl-_JM#position=18&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Renault,ALASKAN,2022,2.3 Bit 16v Iconic At 4x4,Blanco,Diésel,4,Automática,2.3,Pick-Up
1585,1585,Renault Captur 2.0 Zen,17746.7362924282,https://auto.mercadolibre.com.ar/MLA-1262562486-renaul-captur-zen-20gran-descuento-do-_JM#position=19&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Renault,Captur,2021,2.0 Zen,Rojo,Nafta,5,Manual,2.0,SUV
1586,1586,Nissan Frontier X-gear 4x4 At,26391.1227154047,https://auto.mercadolibre.com.ar/MLA-1113950927-nissan-frontier-x-gear-4x4-at-_JM#position=20&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Nissan,Frontier,2021,X-GEAR 4X4 AT,Rojo,Diésel,4,Automática,,Pick-Up
1587,1587,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Highline Pack At,32375.981723237597,https://auto.mercadolibre.com.ar/MLA-1145759274-volkswagen-amarok-20-highline-4x4-at-2023-entr-inmediata-b-_JM#position=21&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv 4x4 Highline Pack At,Blanco,Diésel,4,Automática,2.0,Pick-Up
1588,1588,Toyota Corolla 1.8 Xei Mt Pack 140cv,19973.890339425587,https://auto.mercadolibre.com.ar/MLA-1158000050-toyota-corolla-xei-mt-pack-2022-_JM#position=22&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Toyota,Corolla,2022,1.8 Xei Mt Pack 140cv,Plateado,Nafta,4,Manual,1.8,Sedán
1589,1589,Fiat Cronos 1.3 Gse Drive,9660.574412532636,https://auto.mercadolibre.com.ar/MLA-1222565623-cronos-drive-s-desing-13-mt-tefff-_JM#position=23&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Fiat,Cronos,2022,1.3 Gse Drive,Rojo,Nafta,4,Manual,1.3,Sedán
1590,1590,Peugeot Partner 1.6 Hdi Furgon Confort 92,13550.130548302872,https://auto.mercadolibre.com.ar/MLA-1303634541-partner-furgon-hdi-j-_JM#position=24&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Peugeot,Partner,2022,1.6 Hdi Furgon Confort 92,Blanco,Diésel,3,Manual,1.6,Furgón
1591,1591,Fiat Argo 1.3 Drive Gse Manual,12532.637075718016,https://auto.mercadolibre.com.ar/MLA-923973963-fiat-argo-drive-0km-13-2023-venta-contado-o-tu-usado-_JM#position=25&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Fiat,Argo,2021,1.3 Drive Gse Manual,Blanco,Nafta,5,Manual,1.3,Hatchback
1592,1592,Ram 1500 5.7 Laramie Atx V8,58720.62663185379,https://auto.mercadolibre.com.ar/MLA-1111932625-ram-1500-laramie-at8-v8-my2022-405hp-ultima-unidad-14-_JM#position=26&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,RAM,1500,2021,5.7 Laramie Atx V8,Gris,Nafta,4,Automática,5.7,Pick-Up
1593,1593,Chevrolet Tracker 1.2 Ltz Turbo At,19059.791122715404,https://auto.mercadolibre.com.ar/MLA-1143283357-chevrolet-tracker-12-ltz-turbo-at-2023-0km-_JM#position=27&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Chevrolet,Tracker,2021,1.2 Ltz Turbo At,Gris,Nafta,5,Automática,1.2,SUV
1595,1595,Volkswagen Taos 1.4 250 Tsi Hero,36031.3315926893,https://auto.mercadolibre.com.ar/MLA-1147700666-volkswagen-taos-highline-hero-250tsi-_JM#position=29&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Volkswagen,Taos,2022,1.4 250 Tsi Hero,Marrón,Nafta,5,Automática,1.4,SUV
1596,1596,Renault Logan 1.6 16v Intense,10745.250652741513,https://auto.mercadolibre.com.ar/MLA-1178348059-renault-logan-life-zen-intense-16-4p-0km-2023-nafta-fdg-_JM#position=30&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Renault,Logan,2022,1.6 16v Intense,Negro,Nafta,4,Manual,1.6,Sedán
1597,1597,Renault Duster Oroch Iconic 1.3 Tce 2wd,21148.82506527415,https://auto.mercadolibre.com.ar/MLA-1180330985-renault-oroch-iconic-cvt-13-tce-2wd-4x2-en-stock-fisi-cna-_JM#position=31&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Renault,Duster Oroch,2022,ICONIC 1.3 TCE 2WD,Rojo,Nafta,5,Automática,1.3,Off-Road
1598,1598,Peugeot 5008 2.0 Allure Plus Hdi Tiptronic,44778.067885117496,https://auto.mercadolibre.com.ar/MLA-1221551324-peugeot-5008-allure-plus-0km-_JM#position=32&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Peugeot,5008,2022,2.0 Allure Plus Hdi Tiptronic,Blanco,Diésel,5,Automática,2.0,Monovolumen
1599,1599,Chevrolet S10 2.8 Cd 4x4 Z71 Tdci 200cv At,24281.984334203655,https://auto.mercadolibre.com.ar/MLA-1150202870-chevrolet-s10-ltz-z71-4x4-automatica-entrega-ya-m-5-_JM#position=33&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Chevrolet,S10,2022,2.8 Cd 4x4 Z71 Tdci 200cv At,Gris,Diésel,4,Automática,2.8,Pick-Up
1600,1600,Peugeot Partner Patagónica 1.6 Vtc Plus 115,13597.650130548303,https://auto.mercadolibre.com.ar/MLA-1301256785-partner-patagonica-2023-peugeot-oficial-tomamos-usados-m-_JM#position=34&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Peugeot,Partner Patagónica,2022,1.6 Vtc Plus 115,Gris,Nafta,4,Manual,1.6,Monovolumen
1601,1601,Jeep Compass 1.3 T270 Longitude Plus At6,40013.054830287205,https://auto.mercadolibre.com.ar/MLA-1313928735-jeep-compass-longuitude-plus-t-270-13-at-_JM#position=35&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Jeep,Compass,2023,1.3 T270 Longitude Plus At6,Gris,Nafta,5,Automática,1.3,SUV
1603,1603,Toyota Etios Etios 4 Ptas X,8801.566579634466,https://auto.mercadolibre.com.ar/MLA-1121746169-toyota-etios-x-4-ptas-para-taxi-entrega-programada-_JM#position=37&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Toyota,Etios,2022,Etios 4 ptas X,Negro,Nafta,4,Manual,,Sedán
1604,1604,Chevrolet Spin Suv Chevrolet Spin 1.8 Nafta Lt Manual 5 Asientos 105cv,12793.731070496084,https://auto.mercadolibre.com.ar/MLA-1136768663-suv-chevrolet-spin-18-nafta-lt-manual-5-asientos-105cv-ep-_JM#position=38&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Chevrolet,Spin,2022,Suv Chevrolet Spin 1.8 NAFTA LT Manual 5 asientos 105cv,Plateado,Nafta,5,Manual,,Monovolumen
1606,1606,Nissan X-trail 2.5 Exclusive Cvt Xtronic,47505.00783289817,https://auto.mercadolibre.com.ar/MLA-1282396323-nueva-nissan-xtrail-exclusive-cvt-2022-_JM#position=40&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Nissan,X-Trail,2022,2.5 Exclusive Cvt Xtronic,Plateado,Nafta,5,Automática,2.5,SUV
1607,1607,Toyota Corolla 2.0 Seg Cvt 170cv,21754.569190600523,https://auto.mercadolibre.com.ar/MLA-1311984102-toyota-corolla-20-seg-cvt-0km-2023-_JM#position=41&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Toyota,Corolla,2023,2.0 Seg Cvt 170cv,Plateado,Nafta,4,Automática,2.0,Sedán
1608,1608,Ford Ranger Xlt,25887.728459530026,https://auto.mercadolibre.com.ar/MLA-915202452-ford-ranger-xlt-at-22-0km-mejor-precio-_JM#position=42&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Ford,Ranger,2021,Xlt,Plateado,Diésel,4,Automática,2.2,Pick-Up
1609,1609,Volkswagen Vento 1.4 Highline 150cv At,29503.916449086162,https://auto.mercadolibre.com.ar/MLA-1183906658-volkswagen-vento-highline-250-tsi-mc-_JM#position=43&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Volkswagen,Vento,2022,1.4 Highline 150cv At,Azul,Nafta,4,Automática,1.4,Sedán
1610,1610,Volkswagen Vento Highline,29895.56135770235,https://auto.mercadolibre.com.ar/MLA-842361284-volkswagen-vento-highline-at-14-0km-mca-a1-_JM#position=44&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Volkswagen,Vento,2021,Highline,Azul,Nafta,4,Automática,1.4,Sedán
1611,1611,Nissan Sentra 2.0 Advance,18839.164490861618,https://auto.mercadolibre.com.ar/MLA-1109211581-nissan-sentra-20-advance-_JM#position=45&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Nissan,Sentra,2021,2.0 Advance,Gris,Nafta,4,Manual,2.0,Sedán
1612,1612,Renault Duster Oroch Dynamique 2.0,12010.443864229765,https://auto.mercadolibre.com.ar/MLA-1102627043-renault-duster-oroch-20-dynamique-oportunidad-_JM#position=46&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Renault,Duster Oroch,2022,DYNAMIQUE 2.0,Negro,Nafta,4,Manual,2.0,SUV
1613,1613,Jeep Commander 2.0 Td380 At9 4x4 7pas Limited,54281.984334203655,https://auto.mercadolibre.com.ar/MLA-1305953958-jeep-comander-limited-td-4x4-entrega-inmediata-_JM#position=47&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Jeep,Commander,2022,2.0 Td380 At9 4x4 7pas Limited,Negro,Diésel,5,Automática,2.0,SUV
1614,1614,Chevrolet Cruze 1.4 Ltz At Sedan,16709.921671018277,https://auto.mercadolibre.com.ar/MLA-1137337890-chevrolet-cruze-ltz-4p-automatico-14-turbo-mb-_JM#position=48&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Chevrolet,Cruze,2022,1.4 Ltz At Sedan,Blanco,Nafta,4,Automática,1.4,Sedán
1615,1615,Volkswagen Amarok V6 Extreme,46997.3864229765,https://auto.mercadolibre.com.ar/MLA-1141041043-volkswagen-amarok-v6-extreme-2023-ok-speed-motors-_JM#position=49&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Volkswagen,Amarok,2022,V6 Extreme,Gris,Diésel,4,Automática,,Pick-Up
1616,1616,Jeep Compass 1.3 T270 Limited,44330.287206266315,https://auto.mercadolibre.com.ar/MLA-1281452099-jeep-compass-limited-plus-13-turbo-_JM#position=50&search_layout=stack&type=item&tracking_id=3e7df5f0-cd20-473d-8096-5df5850c9699,Jeep,Compass,2022,1.3 T270 Limited,Azul,Nafta,5,Automática,1.3,SUV
1617,1617,Jeep Compass 1.3 T270 Limited,44330.287206266315,https://auto.mercadolibre.com.ar/MLA-1281452099-jeep-compass-limited-plus-13-turbo-_JM#position=1&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Jeep,Compass,2022,1.3 T270 Limited,Azul,Nafta,5,Automática,1.3,SUV
1619,1619,Volkswagen Taos 1.4 250 Tsi Comfortline,22976.501305483027,https://auto.mercadolibre.com.ar/MLA-1198360935-volkswagen-taos-14-250-tsi-comfortline-at-entrega-ya-22-_JM#position=3&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Volkswagen,Taos,2022,1.4 250 Tsi Comfortline,Gris,Nafta,5,Automática,1.4,SUV
1620,1620,Volkswagen Taos 1.4 250 Tsi Highline,30501.302872062664,https://auto.mercadolibre.com.ar/MLA-1310579264-wagen-volkswagen-taos-highline-250tsi-at-car-one-ne-_JM#position=4&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Volkswagen,Taos,2023,1.4 250 Tsi Highline,Blanco,Nafta,5,Automática,1.4,SUV
1622,1622,Chevrolet Onix Plus 1.2 Lt Tech,12783.289817232377,https://auto.mercadolibre.com.ar/MLA-1153269521-chevroet-onix-plus-lt-tech-12-90-cv-fs-_JM#position=6&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Chevrolet,Onix plus,2022,1.2 Lt Tech,Plateado,Nafta,4,Manual,1.2,Sedán
1623,1623,Mercedes-benz Sprinter 416 Cdi Mixto,37500.0,https://auto.mercadolibre.com.ar/MLA-1167285488-mercedes-benz-sprinter-416-furgon-3665-cdi-te-mixto-41-_JM#position=7&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Mercedes-Benz,Sprinter,2022,416 CDI MIXTO,Blanco,Diésel,2,Manual,,Furgón
1624,1624,Renault Alaskan Iconic 4x4 At,30287.20626631854,https://auto.mercadolibre.com.ar/MLA-1126202781-renault-alaskan-23-bit-16v-iconic-at-4x4-tasa-0jp-_JM#position=8&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Renault,ALASKAN,2022,iconic 4x4 at,Gris,Diésel,4,Automática,2.3,Pick-Up
1625,1625,Ford Maverick 2.0 T 4wd Lariat,,https://auto.mercadolibre.com.ar/MLA-1161963789-ford-maverick-20-t-4wd-lariat-at-entrega-inmediata-_JM#position=9&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Ford,Maverick,2022,2.0 T 4WD Lariat,Blanco,Nafta,4,Automática,2.0,Pick-Up
1626,1626,Chevrolet Tracker 1.2 Turbo At,16971.018276762403,https://auto.mercadolibre.com.ar/MLA-1164888484-chevrolet-tracker-lt-at-0km-entrega-inmediata-2023-go-_JM#position=10&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Chevrolet,Tracker,2022,1.2 Turbo At,Plateado,Nafta,5,Automática,1.2,SUV
1627,1627,Fiat Toro 2.0 350 Multijet Freedom 4x4 At,16710.18276762402,https://auto.mercadolibre.com.ar/MLA-1223593383-toro-freedom-20-16v-multijet-diesel-4x4-at9-dr-_JM#position=11&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Fiat,Toro,2022,2.0 350 Multijet Freedom 4x4 At,Azul,Diésel,4,Automática,2.0,Pick-Up
1628,1628,Jeep Compass 1.3 T270 Longitude,36318.53785900783,https://auto.mercadolibre.com.ar/MLA-782878008-jeep-compass-13t-longitude-2023-11-_JM#position=12&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Jeep,Compass,2022,1.3 T270 Longitude,Gris,Nafta,5,Automática,1.3,SUV
1629,1629,Chevrolet Cruze 1.4 Premier Sedan,23315.66579634465,https://auto.mercadolibre.com.ar/MLA-1139863588-chevrolet-cruze-premier-4-puertas-2023-0km-_JM#position=13&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Chevrolet,Cruze,2022,1.4 Premier Sedan,Blanco,Nafta,4,Manual,1.4,Sedán
1631,1631,Renault Kangoo Ii Express Confort 5a 1.6 Sce,14285.900783289817,https://auto.mercadolibre.com.ar/MLA-1141267660-renault-kangoo-2022-ii-express-confort-5a-16-sce-mixta-os-_JM#position=15&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Renault,Kangoo,2022,Ii Express Confort 5a 1.6 Sce,Gris,Nafta,3,Manual,1.6,Furgón
1633,1633,Nissan Kicks 1.6 Exclusive 120cv,20626.370757180157,https://auto.mercadolibre.com.ar/MLA-1141190568-nissan-kicks-exclusive-cvt-cesar-_JM#position=17&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Nissan,Kicks,2021,1.6 Exclusive 120cv,Gris,Nafta,5,Manual,1.6,Hatchback
1634,1634,Volkswagen Polo Trendline,11295.039164490861,https://auto.mercadolibre.com.ar/MLA-1258627983-volkswagen-polo-trendline-0km-2023-pestelli-_JM#position=18&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Volkswagen,Polo,2022,Trendline,Gris,Nafta,5,Manual,1.6,Hatchback
1635,1635,Chevrolet Onix 1.0 Turbo Premier Ii At,16187.98955613577,https://auto.mercadolibre.com.ar/MLA-1309312519-chevrolet-onix-premier-at-okm-2023-_JM#position=19&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Chevrolet,Onix,2022,1.0 Turbo Premier Ii At,Gris,Nafta,5,Automática,1.0,Hatchback
1636,1636,Toyota Hilux Srv 2.8 Tdi 6at,32305.483028720628,https://auto.mercadolibre.com.ar/MLA-1108007325-toyota-hilux-srv-4x4-at-e-_JM#position=20&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Toyota,Hilux,2022,SRV 2.8 TDI 6AT,Rojo,Diésel,4,Automática,,Pick-Up
1637,1637,Peugeot 2008 1.6 Feline,13054.830287206267,https://auto.mercadolibre.com.ar/MLA-1145563002-peugeot-2008-feline-16-16v-_JM#position=21&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Peugeot,2008,2022,1.6 Feline,Blanco,Nafta,5,Manual,1.6,SUV
1638,1638,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,30548.300261096607,https://auto.mercadolibre.com.ar/MLA-1173072299-chevrolet-s10-ltz-28d-4x4-automatica-entrega-inmediata-sc-_JM#position=22&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Chevrolet,S10,2022,2.8 Cd 4x4 Ltz Tdci 200cv At,Gris,Diésel,4,Automática,2.8,Pick-Up
1639,1639,Nissan Frontier 2.3t Xe 4x2 Mt L22,23496.083550913838,https://auto.mercadolibre.com.ar/MLA-1185005154-nissan-frontier-xe-4x2-mt-charlie-_JM#position=23&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Nissan,Frontier,2022,2.3t Xe 4x2 Mt L22,Plateado,Diésel,4,Manual,2.3,Pick-Up
1640,1640,Chevrolet Cruze 5 1.4 Rs At 5 P,18535.900783289817,https://auto.mercadolibre.com.ar/MLA-1198487362-chevrolet-cruze-14-rs-automatico-ld-5-_JM#position=24&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Chevrolet,Cruze 5,2022,1.4 Rs At 5 p,Gris,Nafta,5,Automática,1.4,Hatchback
1641,1641,Renault Sandero Zen 1.6,11148.825065274152,https://auto.mercadolibre.com.ar/MLA-1250454471-renault-sandero-zen-16-okm-2023-stock-fisico-rs-_JM#position=25&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Renault,Sandero,2022,ZEN 1.6,Gris,Nafta,5,Manual,,Hatchback
1642,1642,Chevrolet Spin 1.8 Lt 5as 105cv,16971.018276762403,https://auto.mercadolibre.com.ar/MLA-1121163757-chevrolet-spin-ltz-aut-7-asientos-0km-go-_JM#position=26&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Chevrolet,Spin,2021,1.8 Lt 5as 105cv,Plateado,Nafta,5,Manual,1.8,Monovolumen
1643,1643,Volkswagen Taos 1.4 250 Tsi Comfortline,25456.91906005222,https://auto.mercadolibre.com.ar/MLA-1196975019-volkswagen-taos-comfortline-250-tsi-at-15-_JM#position=27&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Volkswagen,Taos,2021,1.4 250 Tsi Comfortline,Blanco,Nafta,5,Automática,1.4,SUV
1644,1644,Citroën C3 1.5 Live 90cv,8758.746736292429,https://auto.mercadolibre.com.ar/MLA-1217040624-citroen-c3-puretech-live-12-mt-tomamos-tu-usado-mobi-up-c--_JM#position=28&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Citroën,C3,2022,1.5 Live 90cv,Plateado,Nafta,5,Manual,1.5,Hatchback
1646,1646,Chevrolet Tracker Suv Chevrolet Tracker 1.2 Nafta Turbo 132 Cv Manual,16449.083550913838,https://auto.mercadolibre.com.ar/MLA-1297814616-suv-chevrolet-tracker-12-nafta-turbo-automatica-2023-br-_JM#position=30&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Chevrolet,Tracker,2023,SUV Chevrolet Tracker 1.2 Nafta Turbo 132 cv Manual,Plateado,Eléctrico,5,Automática,,SUV
1648,1648,Renault Kangoo Life Zen Stepway,16597.911227154047,https://auto.mercadolibre.com.ar/MLA-1142873444-reanult-kangoo-stepway-16-5-asientos-0-km-2022-ev-_JM#position=32&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Renault,Kangoo,2020,LIFE ZEN STEPWAY,Blanco,Nafta,5,Manual,,Furgón
1649,1649,Fiat Pulse 1.3 Drive Gse Mt,11705.483028720626,https://auto.mercadolibre.com.ar/MLA-1153544658-nueva-fiat-pulse-13-drive-impetus-0km-2022-tomo-usado-x--_JM#position=33&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Fiat,Pulse,2022,1.3 Drive Gse Mt,Gris,Nafta,5,Manual,1.3,SUV
1650,1650,Fiat Argo 1.3 Drive Gse Manual,12402.349869451697,https://auto.mercadolibre.com.ar/MLA-1279975929-fiat-argo-drive-13-entrega-inmediata-uber-didi-1--_JM#position=34&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Fiat,Argo,2022,1.3 Drive Gse Manual,Blanco,Nafta,5,Manual,1.3,Hatchback
1652,1652,Ford Ranger 2.2 Cd Xlt Automatica 4x2,25887.728459530026,https://auto.mercadolibre.com.ar/MLA-1140957779-ford-ranger-xlt-22-automotica-4x2-_JM#position=36&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Ford,Ranger,2022,2.2 Cd Xlt Automatica 4x2,Plateado,Diésel,4,Automática,2.2,Pick-Up
1653,1653,Fiat Strada 1.3 Volcano,11227.415143603133,https://auto.mercadolibre.com.ar/MLA-1186100535-fiat-strada-13-volcano-0km-tomo-usadas-saveiro-berlingo-2--_JM#position=37&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Fiat,Strada,2022,1.3 Volcano,Rojo,Nafta,3,Manual,1.3,Pick-Up
1654,1654,Audi A4 40 Tfsi Front,,https://auto.mercadolibre.com.ar/MLA-935111420-audi-a4-advanced-0km-usado-40-tfsi-front-hibrido-2022-_JM#position=38&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Audi,A4,2022,40 tfsi front,Gris,Híbrido/Nafta,4,Manual,2.0,Sedán
1655,1655,Volkswagen Taos 1.4 250 Tsi Highline,30809.39947780679,https://auto.mercadolibre.com.ar/MLA-1147598330-volkswagen-taos-highline-250tsi-_JM#position=39&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Volkswagen,Taos,2022,1.4 250 Tsi Highline,Gris,Nafta,5,Automática,1.4,SUV
1656,1656,Audi A4 2.0 40 Tfsi Front,,https://auto.mercadolibre.com.ar/MLA-1147609331-audi-a4-40tfsi-_JM#position=40&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Audi,A4,2022,2.0 40 Tfsi Front,Gris,Nafta,4,Manual,2.0,Sedán
