,Unnamed: 0,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork
1657,1657,Nissan Kicks 1.6 Special Edition Cvt 120cv,24147.780678851173,https://auto.mercadolibre.com.ar/MLA-1316225905-nissan-kicks-x-play-cvt-c-_JM#position=41&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Nissan,Kicks,2023,1.6 Special Edition Cvt 120cv,Gris,Nafta,5,Automática,1.6,Hatchback
1658,1658,Toyota Etios Xls Pack Manual,11295.039164490861,https://auto.mercadolibre.com.ar/MLA-899847134-toyota-etios-xls-pack-at-4p-_JM#position=42&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Toyota,Etios,2022,XLS PACK MANUAL,Gris,Nafta,4,Automática,1.5,Sedán
1660,1660,Nissan Kicks 1.6 Sense 120cv,16542.819843342037,https://auto.mercadolibre.com.ar/MLA-1109192091-nissan-kicks-sense-mt-my21-_JM#position=44&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Nissan,Kicks,2021,1.6 Sense 120cv,Rosa,Nafta,5,Manual,1.6,Hatchback
1661,1661,Nissan Kicks 1.6 Advance 120cv,20441.25326370757,https://auto.mercadolibre.com.ar/MLA-1110864374-nuevo-nissan-kicks-advance-mt-_JM#position=45&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Nissan,Kicks,2021,1.6 Advance 120cv,Blanco,Nafta,5,Manual,1.6,Hatchback
1663,1663,Chevrolet Cruze 5 1.4 Rs At 5 P,22192.95039164491,https://auto.mercadolibre.com.ar/MLA-1140816305-chevrolet-cruze-rs-5-puertas-okm-_JM#position=47&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Chevrolet,Cruze 5,2022,1.4 Rs At 5 p,Rojo,Nafta,5,Automática,1.4,Hatchback
1664,1664,Peugeot Partner 1.6 Furgon Confort,10092.689295039165,https://auto.mercadolibre.com.ar/MLA-1145745586-peugeot-partner-confort-16-2022-0km-d--_JM#position=48&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Peugeot,Partner,2022,1.6 Furgon Confort,Blanco,Nafta,3,Manual,1.6,Furgón
1665,1665,Peugeot Boxer 2.2 Hdi 435lh Premium,26631.853785900785,https://auto.mercadolibre.com.ar/MLA-1194829866-peugeot-boxer-lh-0km-e-_JM#position=49&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Peugeot,Boxer,2022,2.2 Hdi 435lh Premium,Blanco,Diésel,3,Manual,2.2,Furgón
1666,1666,Volkswagen Polo Trend,11227.806788511749,https://auto.mercadolibre.com.ar/MLA-1206641789-polo-trend-msi-mt-my-22-10-turbo-mb-_JM#position=50&search_layout=stack&type=item&tracking_id=809f60bc-56a9-4b6f-811c-d3fcdeb813ee,Volkswagen,Polo,2022,trend,Rojo,Nafta,5,Manual,,Hatchback
1667,1667,Fiat Toro 1.8 170 E-torq Evo Freedom At6,17989.556135770235,https://auto.mercadolibre.com.ar/MLA-1297816142-fiat-toro-nueva-tomo-camionetas-oroch-hilux-crv-frontier-jp-_JM#position=1&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Fiat,Toro,2022,1.8 170 E-torq Evo Freedom At6,Blanco,Nafta,4,Automática,1.8,Pick-Up
1668,1668,Renault Alaskan 2.3 Bit 16v Iconic Mt 4x4,25326.370757180157,https://auto.mercadolibre.com.ar/MLA-1115224394-renault-alaskan-23bt-iconic-mt-4x4-utilitario-volkswagen-g-_JM#position=2&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Renault,ALASKAN,2022,2.3 Bit 16v Iconic Mt 4x4,Blanco,Diésel,4,Manual,2.3,Pick-Up
1669,1669,Fiat Toro 1.8 Freedom,16215.404699738903,https://auto.mercadolibre.com.ar/MLA-1145756279-fiat-toro-freedom-18-4x2-at6-nafta-2022-0km-d--_JM#position=3&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Fiat,Toro,2022,1.8 Freedom,Negro,Nafta,4,Automática,1.8,Pick-Up
1671,1671,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,8485.639686684073,https://auto.mercadolibre.com.ar/MLA-1219865306-citron-c4-cactus-2023-16-vti-115-feel-pk-_JM#position=5&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Citroën,C4 Cactus,2023,1.6 Vti 115 Feel Pk,Negro,Nafta,5,Manual,1.6,SUV
1672,1672,Citroën C3 1.2 12v Puretech 82 Feel,8233.159268929503,https://auto.mercadolibre.com.ar/MLA-1234302096-c3-puretech-live-12-mt-0km-entrega-inmediata-m--_JM#position=6&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Citroën,C3,2022,1.2 12v Puretech 82 Feel,Gris,Nafta,5,Manual,1.2,Hatchback
1673,1673,Audi Q3 Sportback 2.0 40tfsi Quattro Sportback 220cv,,https://auto.mercadolibre.com.ar/MLA-1299680077-audi-q3-sportback-20t-14t-quattro-4x4-coupe-2021-2022-0km-_JM#position=7&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Audi,Q3 Sportback,2021,2.0 40tfsi Quattro Sportback 220cv,Blanco,Nafta,5,Automática,2.0,SUV
1674,1674,Fiat Cronos 1.3 Conectividad,2349.8694516971277,https://auto.mercadolibre.com.ar/MLA-1233180577-fiat-cronos-conectividad-tu-okm-financiado-en-cuotas-men-_JM#position=8&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Fiat,Cronos,2023,1.3 CONECTIVIDAD,Rojo,Nafta,5,Manual,1.3,Sedán
1675,1675,Fiat Pulse 1.3 Drive Gse Cvt,14831.59268929504,https://auto.mercadolibre.com.ar/MLA-1293484320-fiat-pulse-cvt-2022-0km-entrega-inmediata-_JM#position=9&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Fiat,Pulse,2022,1.3 Drive Gse Cvt,Plateado,Nafta,5,Automática,1.3,SUV
1676,1676,Citroën Jumper 2.2 435 L2h2 Hdi 130 Mt6,27167.10182767624,https://auto.mercadolibre.com.ar/MLA-1313221349-citroen-jumper-22-435-l2h2-hdi-130-mt6-0km-darc-citroen-_JM#position=10&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Citroën,Jumper,2023,2.2 435 L2h2 Hdi 130 Mt6,Blanco,Diésel,3,Manual,2.2,Furgón
1677,1677,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Highline Pack,29373.3681462141,https://auto.mercadolibre.com.ar/MLA-1145716918-volkswagen-amarok-20-highline-4x4-mt-2023-entrega-inmediata-_JM#position=11&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv 4x4 Highline Pack,Blanco,Diésel,4,Manual,2.0,Pick-Up
1678,1678,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Highline Pack,30026.109660574413,https://auto.mercadolibre.com.ar/MLA-1203633447-amarok-dc-20-tdi-180cv-highline-4x4-manual-2023-02-_JM#position=12&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv 4x4 Highline Pack,Gris,Diésel,4,Manual,2.0,Pick-Up
1679,1679,Peugeot 208 1.6l Feline Tiptronic,17603.916449086162,https://auto.mercadolibre.com.ar/MLA-1222475209-peugeot-208-2023-16l-feline-tiptronic-_JM#position=13&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Peugeot,208,2023,1.6l Feline Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback
1680,1680,Chevrolet S10 2.8 Lt Cd Tdci 200cv 4x4,26368.668407310706,https://auto.mercadolibre.com.ar/MLA-1133591586-chevrolet-s10-cd-28-lt-4x4-at-entrega-yapv-_JM#position=14&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Chevrolet,S10,2022,2.8 Lt Cd Tdci 200cv 4x4,Gris,Diésel,4,Manual,2.8,Pick-Up
1681,1681,Fiat Pulse 1.0 Impetus T3 Cvt,14360.313315926893,https://auto.mercadolibre.com.ar/MLA-1146185804-pulse-10-turbo-impetus-retira-ya-teff-_JM#position=15&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Fiat,Pulse,2022,1.0 Impetus T3 Cvt,Azul,Nafta,5,Automática,1.0,SUV
1682,1682,Renault Logan 1.6 16v Life,9715.404699738903,https://auto.mercadolibre.com.ar/MLA-1149732960-renault-logan-life-16-0km-2022-anticipo-cuota-fija-os-_JM#position=16&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Renault,Logan,2022,1.6 16v Life,Gris,Nafta,4,Manual,1.6,Sedán
1683,1683,Peugeot 208 1.2 Like,9024.804177545691,https://auto.mercadolibre.com.ar/MLA-1161495514-nuevo-peugeot-208-like-12-entrega-directa-fabrica-tasa-0-m--_JM#position=17&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Peugeot,208,2022,1.2 Like,Plateado,Nafta,5,Manual,1.2,Hatchback
1685,1685,Fiat Cronos 1.3 Gse Drive Pack Conectividad,7310.704960835509,https://auto.mercadolibre.com.ar/MLA-1308045556-nuevo-fiat-cronos-atractive-para-trabajo-retiro-inmediato-jf-_JM#position=19&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Gris,Nafta,4,Manual,1.3,Sedán
1686,1686,Fiat Cronos 1.3 Gse Drive Pack Conectividad,10613.577023498694,https://auto.mercadolibre.com.ar/MLA-885240222-fiat-cronos-13-gse-drive-pack-conectividad-hz-2022-_JM#position=20&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Fiat,Cronos,2021,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán
1687,1687,Renault Duster Oroch Iconic 1.3 Tce Cvt 4x2,23013.315926892952,https://auto.mercadolibre.com.ar/MLA-1163820979-renault-oroch-iconic-13-tce-cvt-4x2-stock-promo-t159-mb-_JM#position=21&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Renault,Duster Oroch,2022,Iconic 1.3 Tce cvt 4x2,Gris,Nafta,4,Automática,,Pick-Up
1688,1688,Fiat Toro 2.0 350 Multijet Volcano 4x4 At,21409.921671018277,https://auto.mercadolibre.com.ar/MLA-1198409404-fiat-toro-2022-entrega-inmediata-efectivo-tomo-permutas-p-_JM#position=22&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Fiat,Toro,2022,2.0 350 Multijet Volcano 4x4 At,Negro,Diésel,4,Automática,2.0,Pick-Up
1689,1689,Volkswagen Taos 1.4 250 Tsi Highline,32375.97911227154,https://auto.mercadolibre.com.ar/MLA-1198416795-volkswagen-taos-highline-tsi-02-_JM#position=23&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Volkswagen,Taos,2022,1.4 250 Tsi Highline,Blanco,Nafta,5,Automática,1.4,SUV
1690,1690,Citroën C4 Lounge 1.6 Hdi 115 Feel Pack,12664.751958224542,https://auto.mercadolibre.com.ar/MLA-1217311069-c4-cactus-vti-115-fell-cuotas-fijas-tomamos-tu-usado-c--_JM#position=24&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Citroën,C4 Lounge,2022,1.6 Hdi 115 Feel Pack,Gris,Diésel,4,Manual,1.6,Sedán
1691,1691,Fiat Pulse 1.3 Drive Gse Mt,12271.54046997389,https://auto.mercadolibre.com.ar/MLA-1233179996-fiat-pulse-13-lmt-financiado-total-o-parcial-men-_JM#position=25&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Fiat,Pulse,2022,1.3 Drive Gse Mt,Azul,Nafta,5,Manual,1.3,SUV
1692,1692,Nissan Frontier 2.3bt Platinum 4x4 At L22,34673.62924281984,https://auto.mercadolibre.com.ar/MLA-1239734245-nissan-frontier-platinum-4x4-at-0km-nissan-sendai-_JM#position=26&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Nissan,Frontier,2022,2.3bt Platinum 4x4 At L22,Blanco,Diésel,4,Automática,2.3,Pick-Up
1693,1693,Jeep Commander 2.0 Td380 At9 4x4 7pas Limited,43836.814621409925,https://auto.mercadolibre.com.ar/MLA-1281645363-jeep-commander-limited-d-_JM#position=27&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Jeep,Commander,2022,2.0 Td380 At9 4x4 7pas Limited,Blanco,Diésel,5,Automática,2.0,SUV
1694,1694,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,23890.339425587466,https://auto.mercadolibre.com.ar/MLA-1298249563-volkswagen-amarok-0km-comfortline-4x2-automatica-precio-0km-_JM#position=28&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv Comfortline At,Gris,Diésel,4,Automática,2.0,Pick-Up
1695,1695,Chevrolet Cruze Premier,17989.556135770235,https://auto.mercadolibre.com.ar/MLA-931219724-chevrolet-cruze-5-puertas-premier-am-_JM#position=29&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Chevrolet,Cruze,2021,PREMIER,Gris,Nafta,5,Manual,1.4,Hatchback
1696,1696,Renault Alaskan 2.3t 16v Confort Mt 4x2,22407.76762402089,https://auto.mercadolibre.com.ar/MLA-1272810676-renault-alaskan-confort-4x2-gris-2023-ent-inmed-m-_JM#position=30&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Renault,ALASKAN,2022,2.3t 16v Confort Mt 4x2,Gris,Diésel,4,Manual,2.3,Pick-Up
1697,1697,Chevrolet Onix Plus 1.4 Base,11020.626631853786,https://auto.mercadolibre.com.ar/MLA-1132798662-chevrolet-onix-joy-plus-14-base-2023-aa-_JM#position=31&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Chevrolet,Onix plus,2021,1.4 Base,Plateado,Nafta,4,Manual,1.4,Sedán
1698,1698,Renault Kangoo Ii Express Emotion 1.6 Sce,13903.916449086162,https://auto.mercadolibre.com.ar/MLA-1144100844-renault-kangoo-2022-express-emotion-16-sce-furgon-contados-_JM#position=32&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Renault,Kangoo,2022,Ii Express Emotion 1.6 Sce,Gris,Nafta,3,Manual,1.6,Furgón
1699,1699,Chevrolet Onix Rs 1.0 Turbo,14099.216710182767,https://auto.mercadolibre.com.ar/MLA-1147465953-chevrolet-onix-rs-10-turbo-112-cv-nq-_JM#position=33&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Chevrolet,Onix,2022,RS 1.0 TURBO,Blanco,Nafta,5,Manual,,Hatchback
1700,1700,Nissan Frontier 2.3bt Platinum 4x4 At L22,30547.780678851173,https://auto.mercadolibre.com.ar/MLA-1150744542-nissan-frontier-platinum-4x4-at-cesar-_JM#position=34&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Nissan,Frontier,2022,2.3bt Platinum 4x4 At L22,Negro,Diésel,4,Automática,2.3,Pick-Up
1701,1701,Volkswagen Amarok 3.0 V6 Cd Comfortline,28681.462140992167,https://auto.mercadolibre.com.ar/MLA-1197072070-volkswagen-amarok-v6-comfortline-258cv-4x4-at-51-_JM#position=35&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Volkswagen,Amarok,2021,3.0 V6 Cd Comfortline,Gris,Diésel,4,Automática,3.0,Pick-Up
1702,1702,Volkswagen Saveiro 1.6 Trendline,12697.911227154047,https://auto.mercadolibre.com.ar/MLA-1272957351-volkswagen-saveiro-_JM#position=36&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Volkswagen,Saveiro,2022,1.6 Trendline,Blanco,Nafta,2,Manual,1.6,Pick-Up
1703,1703,Audi Q5 2.0 45 Tfsi Offroad 252cv,,https://auto.mercadolibre.com.ar/MLA-1301687607-audi-q5-20t-quattro-automatica-2022-4x4-0km-bmw-x3-glc300-_JM#position=37&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Audi,Q5,2021,2.0 45 Tfsi Offroad 252cv,Blanco,Nafta,5,Automática,2.0,SUV
1704,1704,Ford Ranger Xl,20469.973890339425,https://auto.mercadolibre.com.ar/MLA-932917088-ford-ranger-xl-22-4x2-cabina-doble-mejor-precio-_JM#position=38&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Ford,Ranger,2021,XL,Blanco,Diésel,4,Manual,,Pick-Up
1705,1705,Renault Kangoo Zen,13835.509138381201,https://auto.mercadolibre.com.ar/MLA-1121205282-renault-kangoo-zen-16-esp-ca-_JM#position=39&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Renault,Kangoo,2022,Zen,Blanco,Nafta,5,Manual,1.6,Monovolumen
1706,1706,Chevrolet Onix 1.2,11146.211488250652,https://auto.mercadolibre.com.ar/MLA-1161830787-plan-de-ahorro-chevrolet-onix-ls-12n-manual-5-puertas-2022-_JM#position=40&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Chevrolet,Onix,2022,1.2,Negro,Nafta,5,Manual,1.2,Hatchback
1707,1707,Citroën C4 Cactus 1.6 Thp 165 At6 Shine,21279.373368146214,https://auto.mercadolibre.com.ar/MLA-1165178096-citroen-cactus-shine-at6-_JM#position=41&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Citroën,C4 Cactus,2022,1.6 Thp 165 At6 Shine,Gris,Nafta,5,Automática,1.6,SUV
1708,1708,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,25318.537859007833,https://auto.mercadolibre.com.ar/MLA-1197078554-volkswagen-amarok-dc-20-tdi-180cv-comfortline-4x2-at-15-_JM#position=42&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Volkswagen,Amarok,2021,2.0 Cd Tdi 180cv Comfortline At,Gris,Diésel,4,Automática,2.0,Pick-Up
1709,1709,Toyota Corolla Cross 2.0 Xli Cvt,10182.767624020888,https://auto.mercadolibre.com.ar/MLA-1259042819-toyota-corolla-cross-2022-20-xli-cvt-con-financiacion-_JM#position=43&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Toyota,Corolla Cross,2022,2.0 Xli Cvt,Blanco,Nafta,5,Automática,2.0,SUV
1711,1711,Audi A4 2.0 40 Tfsi Front,,https://auto.mercadolibre.com.ar/MLA-1308728598-nuevo-audi-a4-40-tfsi-20-turbo-a1-a3-sedan-a5-sportback-q5-_JM#position=45&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Audi,A4,2022,2.0 40 Tfsi Front,Plateado,Nafta,4,Manual,2.0,Sedán
1713,1713,Jeep Compass 1.3 T270 Limited,38511.74934725848,https://auto.mercadolibre.com.ar/MLA-1146169208-jeep-compass-limited-plus-entrega-inmediata-tomo-usados-_JM#position=47&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Jeep,Compass,2022,1.3 T270 Limited,Blanco,Nafta,5,Automática,1.3,SUV
1714,1714,Nissan Frontier 2.3t Xe 4x2 At L22,27898.17232375979,https://auto.mercadolibre.com.ar/MLA-1194638361-nissan-frontier-2023-23t-xe-4x2-at-l22-_JM#position=48&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Nissan,Frontier,2023,2.3t Xe 4x2 At L22,Blanco,Diésel,4,Automática,2.3,Pick-Up
1715,1715,Volkswagen Virtus 1.6 Msi Trendline At,14334.203655352481,https://auto.mercadolibre.com.ar/MLA-1259241051-volkswagen-virtus-16-msi-trendline-at-2023-0km-pestelli-_JM#position=49&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Volkswagen,Virtus,2022,1.6 Msi Trendline At,Plateado,Nafta,4,Automática,1.6,Sedán
1716,1716,Fiat Pulse 1.3 Drive Gse Mt,10807.049608355092,https://auto.mercadolibre.com.ar/MLA-1149578709-financio-fiat-pulse-13-0km-2023-tomo-usados-pago-contado-3--_JM#position=50&search_layout=stack&type=item&tracking_id=8b223647-8e30-4939-9a9c-f51acd145245,Fiat,Pulse,2022,1.3 Drive Gse Mt,Blanco,Nafta,5,Manual,1.3,SUV
1717,1717,Fiat Pulse 1.3 Drive Gse Mt,10807.049608355092,https://auto.mercadolibre.com.ar/MLA-1149578709-financio-fiat-pulse-13-0km-2023-tomo-usados-pago-contado-3--_JM#position=1&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Fiat,Pulse,2022,1.3 Drive Gse Mt,Blanco,Nafta,5,Manual,1.3,SUV
1718,1718,Renault Logan 1.6 16v Intense,11074.151436031332,https://auto.mercadolibre.com.ar/MLA-1149623384-logan-full-16-promo-del-mes-0km-2022-cf-_JM#position=2&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Renault,Logan,2022,1.6 16v Intense,Gris,Nafta,4,Manual,1.6,Sedán
1719,1719,Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,12528.720626631854,https://auto.mercadolibre.com.ar/MLA-1219595335-citron-c4-cactus-0km-2023-anticipocuotastomo-usado-n-_JM#position=3&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Citroën,C4 Cactus,2022,1.6 Vti 115 At6 Feel Pk,Plateado,Nafta,5,Automática,1.6,SUV
1720,1720,Volkswagen Amarok Highline,19712.79373368146,https://auto.mercadolibre.com.ar/MLA-775970567-volkswagen-amarok-20-180cv-highline-4x2-at-mca-a1-_JM#position=4&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Volkswagen,Amarok,2021,Highline,Blanco,Diésel,4,Automática,2.0,Pick-Up
1721,1721,Volkswagen 2.0 Cd Tdi 140cv Trendline Trendline 4x4,16057.441253263707,https://auto.mercadolibre.com.ar/MLA-1111357278-volkswagen-amarok-trendline-creditos-prendarios-tasa-99-_JM#position=5&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Volkswagen,2.0 Cd Tdi 140cv Trendline,2022,TRENDLINE 4X4,Gris,Diésel,4,Manual,2.0,Pick-Up
1722,1722,Jeep Renegade 2.4 Trailhawk At9 4x4,31331.592689295037,https://auto.mercadolibre.com.ar/MLA-1229234670-jeep-renegade-trailhawk-my23-13t-270-4x4-_JM#position=6&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Jeep,Renegade,2022,2.4 Trailhawk At9 4x4,Plateado,Diésel,5,Automática,2.4,SUV
1723,1723,Honda Cr-v Ex 1.5t,,https://auto.mercadolibre.com.ar/MLA-1282704744-honda-cr-v-ex-15t-2wd-_JM#position=7&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Honda,CR-V,2021,EX 1.5T,Gris,Nafta,5,Automática,,SUV
1724,1724,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Highline Pack At,33159.268929503916,https://auto.mercadolibre.com.ar/MLA-1298249159-volkswagen-amarok-20-highline-4x4-at-automatica-2023-0km-m1-_JM#position=8&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv 4x4 Highline Pack At,Gris,Diésel,4,Automática,2.0,Pick-Up
1725,1725,Toyota Corolla Xei Hv,19796.34464751958,https://auto.mercadolibre.com.ar/MLA-900401854-toyota-corolla-hv-18-xei-_JM#position=9&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Toyota,Corolla,2022,XEI HV,Plateado,Híbrido,4,Automática,1.8,Sedán
1726,1726,Toyota Yaris 1.5 107cv Xls Cvt,13295.039164490861,https://auto.mercadolibre.com.ar/MLA-934964094-toyota-yaris-5p-15-xls-cvt-_JM#position=10&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Toyota,Yaris,2021,1.5 107cv Xls Cvt,Rojo,Nafta,5,Automática,1.5,Hatchback
1727,1727,Toyota Etios 1.5 Sedan X,9232.375979112272,https://auto.mercadolibre.com.ar/MLA-1311939894-toyota-etios-15-x-4-puertas-sedan-0km-2023-_JM#position=11&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Toyota,Etios,2023,1.5 Sedan X,Plateado,Nafta,4,Manual,1.5,Sedán
1729,1729,Chevrolet Onix Plus Ltz 1.0 T,11879.895561357702,https://auto.mercadolibre.com.ar/MLA-1149154435-onix-plus-10-t-at-automatico-ld-5-_JM#position=13&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Chevrolet,Onix plus,2022,ltz 1.0 t,Blanco,Nafta,4,Automática,,Sedán
1730,1730,Fiat Pulse 1.3 Drive Gse Mt,10706.266318537859,https://auto.mercadolibre.com.ar/MLA-1160505563-fiat-pulse-0km-linea-nueva-entrega-inmediata-retira-ya-m--_JM#position=14&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Fiat,Pulse,2022,1.3 Drive Gse Mt,Plateado,Nafta,5,Manual,1.3,SUV
1731,1731,Bmw Serie 1 M135i,,https://auto.mercadolibre.com.ar/MLA-1164854801-bmw-m135i-2022-_JM#position=15&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,BMW,Serie 1,2022,M135i,Negro,Nafta,5,Automática,,Hatchback
1732,1732,Renault Kangoo 1.5 Dci Stepway,10639.686684073107,https://auto.mercadolibre.com.ar/MLA-1178319115-renault-kangoo-stepway-full-0km-2023-financiacion-dni-dv-_JM#position=16&search_layout=stack&type=item&tracking_id=d4890cd6-aa51-46a7-a60c-43a16b2419e9,Renault,Kangoo,2022,1.5 Dci Stepway,Rojo,Diésel,3,Manual,1.5,Monovolumen
