,company,model,year,fuel,doors,transmisions,motor,bodywork
406,Volkswagen,Vento,2022,Nafta,4,Automática,1.4,Sedán
407,Fiat,Argo,2022,Nafta,5,Automática,1.3,Hatchback
408,Nissan,Frontier,2022,Diésel,4,Manual,2.3,Pick-Up
409,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
410,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
414,Chevrolet,Onix,2023,Nafta,5,Automática,1.0,Hatchback
415,Chevrolet,Onix,2023,Nafta,5,Manual,1.2,Hatchback
416,Volkswagen,Amarok,2023,Diésel,4,Manual,2.0,Pick-Up
417,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
418,Chevrolet,Onix,2023,Nafta,5,Automática,1.0,Hatchback
419,Chevrolet,Equinox,2023,Nafta,5,Automática,1.5,SUV
420,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
421,Chevrolet,Tracker,2023,Nafta,5,Automática,1.2,SUV
422,Jeep,Compass,2023,Nafta,5,Automática,1.3,SUV
423,Chevrolet,Cruze,2023,Nafta,4,Manual,1.4,Sedán
424,Chevrolet,Cruze,2023,Nafta,4,Automática,1.4,Sedán
425,Fiat,Pulse,2023,Nafta,5,Automática,1.3,SUV
426,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
427,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
428,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
430,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
431,Fiat,Cronos,2023,Nafta,4,Automática,1.3,Sedán
432,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
433,Nissan,Kicks,2023,Nafta,5,Automática,1.6,Hatchback
434,Fiat,Pulse,2022,Nafta,5,Automática,1.0,SUV
435,Renault,Kangoo,2022,Nafta,4,Manual,1.6,Monovolumen
436,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
437,Volkswagen,Amarok,2022,Diésel,4,Automática,2.0,Pick-Up
438,Chevrolet,Onix,2022,Nafta,5,Automática,1.0,Hatchback
439,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
440,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
441,Renault,Oroch,2022,Nafta,4,Manual,1.3,SUV
442,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
443,Nissan,Frontier,2022,Diésel,4,Manual,2.3,Pick-Up
444,Nissan,Frontier,2022,Diésel,4,Manual,2.3,Pick-Up
445,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
446,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
447,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
448,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
449,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
450,Nissan,Kicks,2022,Nafta,5,Manual,1.6,Hatchback
451,Nissan,Versa,2022,Nafta,4,Manual,1.6,Sedán
452,Nissan,Frontier,2022,Diésel,4,Manual,2.3,Pick-Up
453,Volkswagen,Amarok,2022,Diésel,4,Automática,2.0,Pick-Up
454,Chevrolet,Equinox,2022,Nafta,5,Automática,1.5,SUV
455,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
456,Peugeot,Partner,2022,Nafta,3,Manual,1.6,Furgón
458,Peugeot,208,2022,Nafta,5,Manual,1.6,Hatchback
459,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
460,Peugeot,208,2022,Nafta,5,Manual,1.2,Hatchback
461,RAM,1500,2022,Nafta,4,Automática,5.7,Pick-Up
462,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
465,Citroën,Berlingo,2022,Diésel,3,Manual,1.6,Furgón
466,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
467,Citroën,C3,2022,Nafta,5,Automática,1.6,Hatchback
468,Citroën,C3,2022,Nafta,5,Manual,1.2,Hatchback
469,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
470,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
471,Fiat,Pulse,2022,Nafta,5,Automática,1.0,SUV
472,Peugeot,Partner,2022,Diésel,3,Manual,1.6,Hatchback
473,Fiat,Pulse,2022,Nafta,5,Automática,1.0,SUV
474,Peugeot,208,2022,Nafta,5,Automática,1.6,Hatchback
475,Peugeot,208,2022,Nafta,5,Manual,1.6,Hatchback
476,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
477,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
478,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
479,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
480,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
481,Peugeot,208,2023,Nafta,5,Manual,1.6,Hatchback
484,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
485,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
487,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
488,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
489,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
490,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
491,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
492,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
493,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
494,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
495,Jeep,Commander,2022,Diésel,5,Automática,2.0,SUV
496,Jeep,Commander,2022,Diésel,5,Automática,2.0,SUV
497,RAM,1500,2022,Nafta,4,Automática,5.7,Pick-Up
498,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
499,Peugeot,208,2022,Nafta,5,Manual,1.6,Hatchback
502,Volkswagen,Amarok,2022,Diésel,4,Manual,2.0,Pick-Up
503,Peugeot,Boxer,2022,Diésel,3,Manual,2.2,Furgón
504,Peugeot,Partner,2022,Diésel,3,Manual,1.6,Furgón
505,Peugeot,Partner,2022,Nafta,3,Manual,1.6,Furgón
506,Peugeot,Expert,2022,Diésel,3,Manual,1.6,Furgón
507,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
508,Peugeot,5008,2022,Diésel,5,Automática,2.0,Monovolumen
509,Peugeot,3008,2022,Diésel,5,Automática,2.0,SUV
510,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
511,Peugeot,208,2022,Nafta,5,Automática,1.6,Hatchback
512,Peugeot,208,2022,Nafta,5,Manual,1.6,Hatchback
513,Fiat,Toro,2022,Nafta,4,Automática,1.8,Pick-Up
514,Peugeot,Boxer,2023,Diésel,3,Manual,2.2,Furgón
515,Chevrolet,Cruze,2022,Nafta,4,Automática,1.4,Sedán
517,Peugeot,208,2022,Nafta,5,Manual,1.6,Hatchback
518,Peugeot,208,2022,Nafta,5,Automática,1.6,Hatchback
519,Peugeot,208,2022,Nafta,5,Manual,1.2,Hatchback
520,Citroën,C4 Cactus,2022,Nafta,5,Automática,1.6,SUV
522,Citroën,C4 Cactus,2022,Nafta,5,Manual,1.6,SUV
523,Citroën,C4 Cactus,2022,Nafta,5,Manual,1.6,SUV
524,Citroën,Berlingo,2022,Diésel,3,Manual,1.6,Furgón
525,Citroën,C3,2022,Nafta,5,Automática,1.6,Hatchback
527,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
528,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
529,Fiat,Cronos,2022,Nafta,4,Automática,1.3,Sedán
530,Citroën,C3,2022,Nafta,5,Manual,1.2,Hatchback
531,Chevrolet,Onix,2022,Nafta,5,Manual,1.2,Hatchback
532,Fiat,Toro,2022,Diésel,4,Automática,2.0,Pick-Up
534,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
535,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
536,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
537,Renault,Oroch,2022,Nafta,4,Manual,1.6,SUV
538,Volkswagen,Amarok,2022,Diésel,4,Automática,2.0,Pick-Up
540,Fiat,Pulse,2022,Nafta,5,Automática,1.3,SUV
541,Fiat,Toro,2022,Nafta,4,Automática,1.8,Pick-Up
