,company,model,year,fuel,doors,transmisions,motor,bodywork,km
340,Ford,Focus III,2016,Nafta,5,Manual,2.0,Hatchback,114000.0
341,Fiat,Argo,2018,Nafta,5,Manual,1.8,Hatchback,55000.0
342,Audi,S3,2017,Nafta,3,Automática,2.0,Hatchback,15000.0
343,Mercedes-Benz,Clase A,2021,Nafta,5,Automática,1.3,Hatchback,11000.0
344,Mercedes-Benz,Clase GLE,2019,Nafta,5,Automática,3.0,SUV,46000.0
345,BMW,Serie 3,2020,Nafta,4,Manual,3.0,Sedán,8200.0
346,Ford,Focus III,2016,Nafta,4,Manual,1.6,Sedán,56000.0
347,BMW,X1,2012,Diésel,5,Manual,2.0,SUV,120000.0
348,Peugeot,308,2016,Nafta,5,Manual,2.0,Hatchback,116300.0
349,Fiat,500,2014,Nafta,3,Manual,1.4,Hatchback,69000.0
350,Volkswagen,Polo,2018,Nafta,5,Manual,1.6,Hatchback,66000.0
351,Toyota,Corolla,2018,Nafta,4,Automática,1.8,Sedán,69000.0
352,Fiat,Fiorino,2015,Nafta,3,Manual,1.4,Furgón,74100.0
353,Fiat,Argo,2020,Nafta,5,Manual,1.8,Hatchback,55900.0
354,Chevrolet,Onix,2018,Nafta,5,Manual,1.4,Hatchback,79800.0
355,Chevrolet,Onix,2018,Nafta/GNC,5,Manual,1.4,Hatchback,62300.0
356,Chevrolet,Spin,2015,Nafta/GNC,5,Manual,1.8,Monovolumen,110400.0
357,Citroën,C4,2014,Diésel,5,Manual,1.6,Hatchback,137000.0
358,Citroën,C4 Picasso,2011,Diésel,5,Manual,1.6,Monovolumen,190200.0
359,Volkswagen,Amarok,2022,Diésel,4,Automática,2.0,Pick-Up,1111.0
360,Volkswagen,Amarok,2016,Diésel,4,Automática,2.0,Pick-Up,177000.0
361,Kia,Rio,2022,Nafta,5,Automática,1.6,Hatchback,6000.0
362,Peugeot,308,2014,Nafta,5,Automática,1.6,Hatchback,118000.0
363,Volkswagen,Polo,2022,Nafta,5,Manual,1.6,Hatchback,5000.0
364,Volkswagen,Amarok,2013,Diésel,4,Automática,2.0,Pick-Up,155000.0
365,Peugeot,407,2008,Diésel,4,Manual,2.0,Sedán,141000.0
366,Citroën,C4 Lounge,2018,Diésel,4,Manual,1.6,Sedán,95000.0
367,Kia,Sportage,2014,Nafta,5,Automática,2.0,SUV,57000.0
368,Volkswagen,Amarok,2016,Diésel,4,Automática,2.0,Pick-Up,125000.0
369,Ford,Territory,2022,Nafta,5,Automática,1.5,SUV,1000.0
370,BMW,Serie 2,2021,Nafta,2,Automática,2.0,Coupé,19800.0
371,Toyota,SW4,1999,Diésel,5,Manual,3.0,SUV,289000.0
372,Fiat,Strada,2011,Nafta,2,Manual,1.4,Pick-Up,124000.0
373,Mercedes-Benz,Clase E,2011,Nafta,4,Automática,6.3,Sedán,80000.0
374,Honda,Fit,2008,Nafta,5,Manual,1.5,Hatchback,140000.0
375,Renault,Duster,2015,Nafta,5,Manual,1.6,SUV,87000.0
376,Audi,A1,2012,Nafta,3,Automática,1.4,Hatchback,96000.0
377,Chevrolet,Agile,2014,Nafta,5,Manual,1.4,Hatchback,58700.0
378,Volkswagen,Amarok,2017,Diésel,2,Manual,2.0,Pick-Up,130000.0
379,Hyundai,Tucson,2013,Nafta,5,Automática,2.0,SUV,130000.0
380,Jeep,Renegade,2019,Nafta,5,Automática,1.8,SUV,78000.0
381,Jeep,Renegade,2017,Nafta,5,Manual,1.8,SUV,52000.0
382,Ford,Ranger,2021,Diésel,4,Automática,3.2,Pick-Up,38000.0
383,Toyota,RAV4,2017,Nafta,5,Automática,2.5,SUV,83100.0
384,Ford,Ranger,2022,Diésel,4,Automática,3.2,Pick-Up,1000.0
385,Renault,Duster Oroch,2016,Nafta,4,Manual,1.6,SUV,125000.0
386,Toyota,Etios,2016,Nafta,4,Manual,1.5,Sedán,61000.0
387,BMW,Serie 1,2014,Nafta,5,Manual,1.6,Hatchback,86838.0
388,Chevrolet,Agile,2017,Nafta,5,Manual,1.4,Hatchback,64000.0
389,Audi,Q2,2019,Nafta,5,Automática,2.0,SUV,65000.0
390,Chevrolet,Agile,2012,Nafta/GNC,5,Manual,1.4,Hatchback,198000.0
391,Ford,Fiesta Kinetic Design,2017,Nafta/GNC,5,Manual,1.6,Hatchback,77000.0
392,Ford,Fiesta Kinetic Design,2014,Nafta,5,Manual,1.6,Hatchback,106000.0
393,Nissan,Sentra,2020,Nafta,4,Automática,2.0,Sedán,30000.0
394,Volkswagen,Amarok,2017,Diésel,4,Manual,2.0,Pick-Up,146000.0
395,Mitsubishi,L200,2018,Diésel,4,Automática,2.4,Pick-Up,62000.0
396,Renault,Sandero Stepway,2015,Nafta,5,Manual,1.6,Hatchback,93000.0
397,Volkswagen,Suran,2010,Nafta,5,Manual,1.6,Monovolumen,110000.0
398,Renault,Captur,2018,Nafta,5,Automática,1.6,SUV,55000.0
399,Peugeot,5008,2013,Nafta,5,Manual,1.6,Monovolumen,119000.0
400,Peugeot,308,2014,Nafta,5,Manual,2.0,Hatchback,95000.0
401,Jeep,Renegade,2021,Nafta,5,Automática,1.8,SUV,32000.0
402,Ford,Ecosport,2017,Nafta,5,Manual,1.6,SUV,60000.0
403,Honda,HR-V,2021,Nafta,5,Automática,1.8,SUV,19900.0
404,Mercedes-Benz,Clase GLA,2017,Nafta,5,Automática,1.6,SUV,36000.0
405,Kia,Sorento,2012,Nafta,5,Automática,2.4,SUV,123500.0
406,Ford,Ranger,2022,Diésel,4,Manual,3.2,Pick-Up,13000.0
407,BMW,Serie 2,2021,Nafta,2,Automática,3.0,Coupé,2500.0
408,Chevrolet,Cruze II,2017,Nafta,5,Automática,1.4,Hatchback,97209.0
409,Renault,Duster Oroch,2019,Nafta,4,Manual,1.6,SUV,62000.0
410,Peugeot,208,2014,Nafta,5,Manual,1.6,Hatchback,77000.0
411,Toyota,Hilux,2022,Diésel,4,Automática,2.8,Pick-Up,18000.0
412,Chevrolet,Cruze II,2017,Nafta,4,Automática,1.4,Sedán,98000.0
413,Peugeot,208,2021,Nafta,5,Automática,1.6,Hatchback,7200.0
414,Fiat,Toro,2016,Diésel,4,Automática,2.0,Pick-Up,124418.0
415,Volkswagen,Amarok,2017,Diésel,4,Manual,2.0,Pick-Up,146000.0
416,Honda,Fit,2018,Nafta,5,Automática,1.5,Hatchback,29150.0
417,Volkswagen,Up!,2014,Nafta,3,Manual,1.0,Hatchback,90000.0
418,Toyota,SW4,2016,Diésel,5,Automática,2.8,SUV,69000.0
419,Toyota,Etios,2015,Nafta,5,Manual,1.5,Hatchback,86000.0
420,RAM,1500,2015,Nafta,4,Automática,5.7,Pick-Up,88000.0
421,Audi,A1,2011,Nafta,3,Manual,1.4,Hatchback,100000.0
422,Toyota,Corolla,2016,Nafta,4,Automática,1.8,Sedán,45000.0
423,Toyota,Etios,2017,Nafta,5,Manual,1.5,Hatchback,46000.0
424,Volkswagen,Virtus,2020,Nafta,4,Automática,1.6,Sedán,58000.0
425,Nissan,March,2016,Nafta,5,Manual,1.6,Hatchback,60000.0
426,Volkswagen,Suran,2017,Nafta,5,Manual,1.6,Monovolumen,87600.0
427,Peugeot,208,2020,Nafta,5,Automática,1.6,Hatchback,25000.0
428,Volkswagen,Suran,2017,Nafta,5,Manual,1.6,Monovolumen,57200.0
429,Peugeot,408,2018,Diésel,4,Manual,1.6,Sedán,160900.0
430,Chevrolet,Celta,2011,Nafta,5,Manual,1.4,Hatchback,109000.0
431,Toyota,SW4,2023,Diésel,5,Automática,2.8,SUV,38.0
432,Toyota,Corolla,2018,Nafta,4,Automática,1.8,Sedán,99000.0
433,Chevrolet,Sonic,2013,Nafta,4,Manual,1.6,Sedán,108000.0
434,Volkswagen,Suran,2016,Nafta/GNC,5,Manual,1.6,Monovolumen,116000.0
435,Chevrolet,Trailblazer,2013,Diésel,5,Automática,2.8,SUV,119000.0
436,Volkswagen,Gol Trend,2018,Nafta/GNC,5,Manual,1.6,Hatchback,122000.0
437,Chevrolet,Onix,2015,Nafta,5,Manual,1.4,Hatchback,52000.0
438,Citroën,C4 Lounge,2014,Nafta/GNC,4,Manual,2.0,Sedán,105000.0
439,Renault,Clio,2016,Nafta,3,Manual,1.2,Hatchback,76289.0
440,BMW,X1,2017,Nafta,5,Manual,2.0,SUV,90000.0
441,Volkswagen,Gol Trend,2020,Nafta,5,Manual,1.6,Hatchback,38000.0
442,Volkswagen,Amarok,2014,Diésel,4,Manual,2.0,Pick-Up,145000.0
443,Volkswagen,Gol Trend,2020,Nafta,5,Manual,1.6,Hatchback,38000.0
444,Volkswagen,Crossfox,2015,Nafta,5,Manual,1.6,Hatchback,85000.0
445,Chevrolet,Cruze,2014,Diésel,4,Automática,2.0,Sedán,114500.0
446,Peugeot,408,2013,Diésel,4,Manual,1.6,Sedán,160000.0
447,Fiat,Argo,2019,Nafta,5,Manual,1.8,Hatchback,38000.0
448,Ford,Ecosport,2019,Nafta,5,Manual,1.5,SUV,63000.0
449,Chevrolet,Captiva,2013,Nafta,5,Manual,2.4,SUV,98000.0
450,BMW,X5,2008,Diésel,5,Automática,3.0,SUV,120000.0
451,BMW,Serie 3,2009,Nafta,2,Manual,3.0,Coupé,67000.0
452,Fiat,Toro,2020,Diésel,4,Automática,2.0,Pick-Up,54000.0
453,Volkswagen,Gol Trend,2017,Nafta,5,Manual,1.6,Hatchback,39000.0
454,Fiat,Toro,2020,Diésel,4,Automática,2.0,Pick-Up,54000.0
455,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up,500.0
456,Toyota,Hilux,2018,Diésel,4,Automática,2.8,Pick-Up,70000.0
457,BMW,Serie 2,2019,Nafta,2,Automática,3.0,Coupé,63000.0
458,Volkswagen,Vento,2021,Nafta,4,Automática,1.4,Sedán,75000.0
459,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón,1009.0
460,Renault,Duster,2015,Nafta,5,Manual,1.6,SUV,82000.0
461,Chevrolet,Tracker,2017,Nafta,5,Manual,1.8,SUV,18000.0
462,Ford,Focus III,2014,Nafta,5,Automática,2.0,Hatchback,144000.0
463,RAM,1500,2019,Nafta,4,Automática,5.7,Pick-Up,78000.0
464,Ford,Ecosport,2015,Nafta,5,Manual,1.6,SUV,98000.0
465,Volkswagen,T-Cross,2020,Nafta,5,Automática,1.6,SUV,32000.0
466,Chevrolet,Cruze,2014,Nafta,5,Automática,1.8,Hatchback,138000.0
467,Toyota,SW4,2019,Diésel,5,Automática,2.8,SUV,99000.0
468,Kia,Sorento,2017,Diésel,5,Automática,2.2,SUV,190000.0
469,Ford,Focus III,2015,Nafta,5,Manual,2.0,Hatchback,142000.0
470,Citroën,Berlingo,2020,Diésel,3,Manual,1.6,Furgón,30000.0
471,Ford,Ecosport,2013,Nafta,5,Manual,1.6,SUV,158000.0
472,Ford,Focus III,2017,Nafta,5,Automática,2.0,Hatchback,85800.0
473,Ford,Ka,2020,Nafta,5,Manual,1.5,Hatchback,17300.0
474,Nissan,Sentra,2021,Nafta,4,Automática,1.8,Sedán,17800.0
475,Volkswagen,T-Cross,2019,Nafta,5,Manual,1.6,SUV,30000.0
476,Ford,Focus III,2014,Nafta,4,Automática,2.0,Sedán,73800.0
477,RAM,1500,2020,Nafta,4,Automática,5.7,Pick-Up,39000.0
478,Nissan,Frontier,2021,Diésel,4,Automática,2.3,Pick-Up,53000.0
479,Honda,Civic,2009,Nafta,4,Manual,1.8,Sedán,205000.0
480,Renault,Duster,2015,Nafta,5,Manual,1.6,SUV,100000.0
481,Ford,Ecosport,2009,Nafta/GNC,5,Manual,2.0,SUV,166000.0
482,Peugeot,208,2016,Nafta,5,Automática,1.6,Hatchback,69000.0
483,Citroën,C4 Lounge,2018,Nafta,4,Automática,1.6,Sedán,92000.0
484,Alfa Romeo,Giulietta,2012,Nafta,5,Manual,1.8,Hatchback,61000.0
485,Toyota,Prius,2010,Híbrido/Nafta,4,Automática,1.8,Hatchback,69000.0
486,Chevrolet,Onix,2017,Nafta,5,Manual,1.4,Hatchback,47000.0
487,Volkswagen,Amarok,2021,Diésel,4,Manual,2.0,Pick-Up,15333.0
488,Peugeot,208,2018,Nafta,5,Manual,1.6,Hatchback,86600.0
489,Toyota,Etios,2018,Nafta,4,Manual,1.5,Sedán,80000.0
490,Land Rover,Evoque,2015,Nafta,5,Automática,2.0,SUV,85000.0
491,Toyota,Hiace,2021,Diésel,4,Automática,2.8,Furgón,21600.0
492,Citroën,Jumpy,2022,Diésel,5,Manual,1.6,Furgón,500.0
493,Fiat,Palio,2017,Nafta,5,Manual,1.4,Hatchback,69000.0
494,Ford,Ecosport,2015,Nafta,5,Manual,1.6,SUV,106000.0
495,Ford,F-100,1989,Nafta/GNC,2,Manual,3.6,Pick-Up,200000.0
496,Chevrolet,Onix,2014,Nafta,5,Manual,1.4,Hatchback,77000.0
497,Toyota,Corolla,2009,Nafta,4,Automática,1.8,Sedán,110505.0
498,Volkswagen,Amarok,2019,Diésel,4,Automática,3.0,Pick-Up,53000.0
499,Peugeot,5008,2023,Diésel,5,Automática,2.0,Monovolumen,500.0
500,Toyota,Corolla,2019,Nafta,4,Automática,1.8,Sedán,59000.0
501,Peugeot,3008,2018,Nafta,5,Automática,1.6,Monovolumen,53000.0
502,Volkswagen,Amarok,2020,Diésel,4,Manual,2.0,Pick-Up,24000.0
503,Volkswagen,Amarok,2017,Diésel,4,Manual,2.0,Pick-Up,116000.0
504,Renault,Duster,2018,Nafta,5,Manual,1.6,SUV,85000.0
505,Jeep,Grand Cherokee,2007,Diésel,5,Automática,3.0,SUV,133000.0
506,RAM,1500,2016,Nafta,4,Automática,5.7,Pick-Up,44000.0
507,Toyota,Hilux,2019,Diésel,4,Automática,2.8,Pick-Up,70000.0
508,Volkswagen,Vento,2009,Nafta,4,Automática,2.0,Sedán,139000.0
509,Peugeot,408,2016,Nafta,4,Automática,1.6,Sedán,80000.0
510,Volkswagen,T-Cross,2020,Nafta,5,Automática,1.6,SUV,51000.0
511,Audi,A1,2018,Nafta,5,Automática,1.4,Hatchback,90000.0
512,Peugeot,2008,2017,Nafta,5,Manual,1.6,SUV,126500.0
513,Peugeot,308,2018,Nafta,5,Manual,1.6,Hatchback,86000.0
514,Ford,Ranger,2022,Nafta,4,Manual,2.5,Pick-Up,1000.0
515,Citroën,Aircross,2018,Nafta,5,Manual,1.6,Hatchback,41000.0
516,Volkswagen,T-Cross,2020,Nafta,5,Automática,1.6,SUV,51000.0
517,Jeep,Renegade,2020,Nafta,5,Automática,1.8,SUV,36000.0
518,Ford,Ecosport,2015,Nafta,5,Manual,2.0,SUV,100400.0
519,Ford,Ranger,2016,Diésel,4,Manual,3.2,Pick-Up,136184.0
520,Nissan,Versa,2018,Nafta,4,Manual,1.6,Sedán,67000.0
521,Renault,Duster,2016,Nafta,5,Manual,1.6,SUV,86000.0
522,Jeep,Renegade,2020,Nafta,5,Automática,1.8,SUV,36000.0
523,Peugeot,308,2014,Nafta,5,Manual,1.6,Hatchback,96000.0
524,Ford,Ecosport,2016,Diésel,5,Manual,1.5,SUV,120000.0
525,Peugeot,308,2012,Nafta,5,Automática,2.0,Hatchback,97000.0
526,Volkswagen,Suran,2018,Nafta,5,Manual,1.6,Hatchback,47000.0
527,Jeep,Compass,2018,Nafta,5,Manual,2.4,SUV,41000.0
528,Ford,Ranger,2015,Diésel,4,Manual,3.2,Pick-Up,162000.0
529,Citroën,C4,2013,Diésel,5,Manual,1.6,Hatchback,115000.0
530,Volkswagen,Bora,2012,Nafta,4,Manual,1.8,Sedán,95000.0
531,Ford,Ecosport,2019,Nafta,5,Manual,1.5,SUV,25300.0
532,Citroën,C4 Cactus,2017,Nafta,5,Automática,1.2,SUV,60000.0
533,Ford,Ranger,2019,Diésel,4,Automática,3.2,Pick-Up,63410.0
534,Chevrolet,Agile,2015,Nafta,5,Manual,1.4,Hatchback,52000.0
535,Chevrolet,Prisma,2020,Nafta/GNC,4,Manual,1.4,Sedán,34000.0
536,Audi,Q3,2017,Nafta,5,Automática,2.0,SUV,110000.0
537,Peugeot,208,2017,Nafta,5,Manual,1.6,Hatchback,69000.0
538,Ford,Ecosport,2017,Nafta,5,Manual,1.5,SUV,44400.0
539,Jeep,Grand Cherokee,2015,Nafta,5,Automática,3.6,SUV,44000.0
540,Jeep,Grand Cherokee,2015,Nafta,4,Automática,6.0,Off-Road,44000.0
541,Toyota,SW4,2019,Diésel,5,Automática,2.8,SUV,63000.0
542,Peugeot,208,2019,Nafta,5,Manual,1.6,Hatchback,48000.0
543,Fiat,Punto,2013,Nafta,5,Manual,1.4,Hatchback,93000.0
544,Ford,Focus III,2016,Nafta,5,Manual,2.0,Hatchback,86000.0
545,Chevrolet,Onix,2020,Nafta,5,Manual,1.4,Hatchback,25000.0
546,Subaru,Impreza,2008,Nafta,5,Manual,1.5,Hatchback,141000.0
547,Fiat,Palio,2016,Nafta,5,Manual,1.6,Rural,59000.0
548,Ford,Ranger,2018,Diésel,4,Automática,3.2,Pick-Up,70000.0
549,Toyota,Hilux,2019,Diésel,4,Automática,2.8,Pick-Up,52000.0
550,Peugeot,207,2012,Diésel,5,Manual,1.4,Hatchback,110000.0
551,Volkswagen,Golf,2016,Nafta,5,Automática,1.4,Hatchback,115000.0
552,Chevrolet,Classic,2014,Nafta/GNC,4,Manual,1.4,Sedán,63000.0
553,Mercedes-Benz,Clase A,2013,Nafta,5,Manual,1.6,Hatchback,115000.0
554,Volkswagen,Vento,2016,Nafta/GNC,4,Automática,2.5,Sedán,172000.0
555,Volkswagen,Tiguan Allspace,2021,Nafta,5,Automática,2.0,SUV,35000.0
556,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV,1111.0
557,Fiat,Palio,2015,Nafta/GNC,5,Manual,1.4,Hatchback,64000.0
558,Toyota,Hilux,2010,Diésel,4,Manual,2.5,Pick-Up,319000.0
559,BMW,Serie 1,2010,Nafta,5,Manual,2.0,Hatchback,125000.0
560,Volkswagen,Voyage,2018,Nafta,4,Manual,1.6,Sedán,38000.0
561,Renault,Duster,2016,Nafta,5,Manual,1.6,SUV,76000.0
562,Mercedes-Benz,Clase C,2008,Nafta,4,Automática,2.2,Sedán,250000.0
563,Volkswagen,Vento,2012,Nafta,4,Automática,2.0,Sedán,196000.0
564,Jeep,Renegade,2017,Nafta,5,Automática,1.8,SUV,62000.0
565,Toyota,RAV4,2017,Nafta,5,Automática,2.0,SUV,20000.0
566,Volkswagen,Vento,2018,Nafta,4,Manual,2.0,Sedán,44000.0
567,Toyota,SW4,2011,Diésel,5,Manual,3.0,SUV,140000.0
568,Chevrolet,Cruze,2017,Nafta,5,Automática,1.8,Hatchback,100000.0
569,Volkswagen,Suran,2015,Nafta,5,Manual,1.6,Monovolumen,65000.0
570,Volkswagen,Saveiro,2019,Nafta,2,Manual,1.6,Pick-Up,86000.0
571,Citroën,C3,2017,Nafta,5,Manual,1.5,Hatchback,96400.0
572,Citroën,C3,2014,Nafta,5,Manual,1.6,Hatchback,119000.0
573,Volkswagen,Gol Trend,2018,Nafta,5,Manual,1.6,Hatchback,55000.0
574,Renault,Duster,2019,Nafta,5,Manual,1.6,SUV,59000.0
575,Ford,Fiesta Kinetic Design,2019,Nafta/GNC,5,Manual,1.6,Hatchback,38000.0
576,Ford,Ecosport,2016,Nafta,5,Manual,1.6,SUV,30000.0
577,BMW,Serie 2,2021,Nafta,2,Automática,3.0,Coupé,2500.0
578,Volkswagen,Golf,2016,Nafta,5,Automática,2.0,Hatchback,41100.0
579,Volkswagen,Polo,2021,Nafta,5,Automática,1.4,Hatchback,10900.0
580,Fiat,Toro,2017,Diésel,4,Automática,2.0,Pick-Up,108933.0
581,Ford,Focus III,2018,Nafta,4,Manual,1.6,Sedán,46000.0
582,Dodge,Journey,2018,Nafta,5,Manual,3.6,SUV,60000.0
583,RAM,1500,2022,Nafta,4,Automática,5.7,Pick-Up,4700.0
584,Fiat,500X,2019,Nafta,5,Automática,1.4,SUV,60900.0
585,Volkswagen,Amarok,2014,Diésel,4,Automática,2.0,Pick-Up,125000.0
586,Volkswagen,Voyage,2017,Nafta,4,Manual,1.6,Sedán,83000.0
587,RAM,1500,2022,Nafta,4,Automática,5.7,Pick-Up,4700.0
588,Honda,HR-V,2018,Nafta,5,Automática,1.8,SUV,99700.0
589,Ford,Focus III,2019,Nafta/GNC,4,Manual,1.6,Sedán,57000.0
590,Honda,Civic,2017,Nafta,3,Manual,2.0,Hatchback,45038.0
591,Citroën,Berlingo,2015,Diésel,5,Manual,1.6,Monovolumen,134545.0
592,Mini,Cooper Countryman,2014,Nafta,3,Automática,1.6,Hatchback,124000.0
593,Ford,Ka,2016,Nafta,5,Manual,1.5,Hatchback,61000.0
594,Volkswagen,Vento,2018,Nafta,4,Manual,2.0,Sedán,120000.0
595,Toyota,Etios,2016,Nafta,4,Manual,1.5,Sedán,80000.0
596,Volvo,C30,2008,Nafta,5,Manual,2.0,Hatchback,173000.0
597,Jeep,Patriot,2012,Nafta,5,Manual,2.0,SUV,119000.0
598,Volkswagen,Nivus,2021,Nafta,5,Automática,1.0,SUV,10000.0
599,Mitsubishi,Outlander,2012,Nafta,5,Automática,2.4,SUV,168000.0
600,Chevrolet,Prisma,2017,Nafta,4,Manual,1.4,Sedán,121000.0
601,Renault,Duster,2013,Nafta,5,Manual,1.6,SUV,106000.0
602,Chevrolet,Tracker,2022,Nafta,5,Manual,1.2,SUV,1400.0
603,Mercedes-Benz,Clase A,2013,Nafta,5,Manual,1.6,Hatchback,87000.0
604,Peugeot,3008,2013,Nafta,5,Manual,1.6,Monovolumen,135000.0
605,Honda,CR-V,2017,Nafta,5,Automática,2.4,SUV,154451.0
606,Volkswagen,Fox,2014,Nafta,5,Manual,1.6,Hatchback,71023.0
607,Hyundai,Tucson,2010,Nafta,5,Manual,2.0,SUV,124000.0
608,Nissan,Versa,2019,Nafta,4,Automática,1.6,Sedán,96000.0
609,Peugeot,308,2016,Nafta,5,Automática,1.6,Hatchback,69000.0
610,Volkswagen,Amarok,2018,Diésel,4,Automática,3.0,Pick-Up,75000.0
611,Peugeot,308,2017,Nafta,5,Manual,1.6,Hatchback,18500.0
612,Jeep,Wrangler,2018,Nafta,3,Automática,3.6,Hatchback,40000.0
613,Volkswagen,Fox,2013,Nafta,5,Manual,1.6,Hatchback,121000.0
614,Volkswagen,Gol Trend,2009,Nafta,5,Manual,1.6,Hatchback,140000.0
615,Audi,Q3,2017,Nafta,5,Automática,2.0,SUV,65000.0
616,Audi,A3 Sportback,2013,Nafta,5,Automática,1.4,Hatchback,185600.0
617,Volkswagen,Voyage,2013,Nafta,4,Manual,1.6,Sedán,161000.0
618,Volkswagen,Golf Variant,2018,Nafta,5,Automática,1.4,Rural,46000.0
619,Chevrolet,Cruze,2017,Nafta,4,Automática,1.8,Sedán,139000.0
620,Mercedes-Benz,Clase A,2021,Nafta,5,Automática,1.3,Hatchback,10000.0
621,Peugeot,301,2018,Diésel,4,Manual,1.6,Sedán,64000.0
622,Peugeot,208,2021,Nafta,5,Automática,1.6,Hatchback,3950.0
623,DS,DS3,2018,Nafta,3,Manual,1.6,Hatchback,40000.0
624,Jeep,Compass,2021,Nafta,5,Manual,2.4,SUV,14000.0
625,Toyota,Hilux,2018,Diésel,4,Automática,2.8,Pick-Up,80000.0
626,Toyota,Hilux,2018,Diésel,4,Automática,2.8,Pick-Up,80000.0
627,Jeep,Renegade,2017,Nafta,5,Automática,1.8,SUV,86000.0
628,Volkswagen,Amarok,2020,Diésel,4,Manual,2.0,Pick-Up,62000.0
629,Jeep,Commander,2022,Diésel,5,Automática,2.0,SUV,5000.0
630,Fiat,500,2013,Nafta,3,Manual,1.4,Hatchback,82200.0
631,Mercedes-Benz,Clase GLK,2011,Nafta,5,Automática,3.0,SUV,125000.0
632,Volkswagen,Amarok,2021,Diésel,4,Automática,3.0,Pick-Up,46000.0
633,Volkswagen,Amarok,2021,Diésel,4,Automática,3.0,Pick-Up,46000.0
634,Jeep,Commander,2022,Diésel,5,Automática,2.0,SUV,1500.0
635,Kia,Carnival,2020,Diésel,5,Automática,2.2,Monovolumen,45000.0
636,Toyota,Hilux,2017,Diésel,4,Manual,2.8,Pick-Up,96000.0
637,Volkswagen,Golf,2019,Nafta,5,Automática,2.0,Hatchback,54000.0
638,BMW,Serie M,2016,Nafta,4,Automática,3.0,Sedán,14100.0
639,Volkswagen,Polo,2022,Nafta,5,Manual,1.6,Hatchback,1111.0
640,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback,1050.0
641,Honda,HR-V,2017,Nafta,5,Automática,1.8,SUV,91001.0
642,Honda,HR-V,2017,Nafta,5,Automática,1.8,SUV,91000.0
643,Honda,HR-V,2017,Nafta,5,Automática,1.8,SUV,91000.0
644,Volkswagen,Amarok,2018,Diésel,4,Automática,2.0,Pick-Up,118000.0
645,Toyota,Hilux,1999,Diésel,4,Manual,2.8,Pick-Up,247000.0
646,Volkswagen,Amarok,2018,Diésel,4,Automática,2.0,Pick-Up,118001.0
647,Volkswagen,Amarok,2018,Diésel,4,Automática,2.0,Pick-Up,118000.0
648,Peugeot,Expert,2022,Diésel,3,Manual,1.6,Furgón,1001.0
649,Mercedes-Benz,Clase A,2020,Nafta,5,Automática,1.6,Hatchback,20100.0
650,Audi,A1 Sportback,2021,Nafta,5,Automática,1.0,Hatchback,1500.0
651,Honda,Civic,2017,Nafta,3,Automática,1.5,Hatchback,112000.0
652,Audi,Q3 Sportback,2021,Nafta,5,Automática,1.4,SUV,1300.0
653,Audi,S3,2018,Nafta,3,Automática,2.0,Hatchback,25600.0
654,Chevrolet,Cruze,2016,Nafta,5,Manual,1.8,Hatchback,78000.0
655,Audi,A3 Sportback,2018,Nafta,5,Automática,1.4,Hatchback,76884.0
656,Peugeot,208,2014,Nafta,3,Manual,1.6,Hatchback,45000.0
657,Renault,Sandero,2021,Nafta,5,Manual,1.6,Hatchback,1000.0
658,Renault,Sandero,2021,Nafta,5,Manual,1.6,Hatchback,1000.0
659,Audi,A3,2018,Nafta,4,Automática,2.0,Sedán,84856.0
660,Toyota,CH-R,2020,Híbrido/Nafta,4,Automática,1.8,Hatchback,35000.0
661,Audi,A4,2021,Nafta,4,Manual,2.0,Sedán,16000.0
662,Audi,A4,2018,Nafta,4,Manual,2.0,Sedán,73000.0
663,Kangoo,EXPRESS CONFORT 5A 1.6,2022,Nafta,5,Manual,1.6,Furgón,900.0
664,Renault,Kangoo,2016,Nafta,3,Manual,1.6,Furgón,190000.0
665,Peugeot,206,2012,Nafta,5,Manual,1.4,Hatchback,120000.0
666,Renault,Clio,2013,Nafta,5,Manual,1.2,Hatchback,41000.0
667,Chevrolet,Agile,2012,Nafta,5,Manual,1.4,Hatchback,84000.0
668,Audi,A3 Sportback,2012,Nafta,5,Automática,1.4,Hatchback,156000.0
669,Volkswagen,Touareg,2012,Diésel,5,Automática,3.0,SUV,110000.0
670,Renault,Koleos,2011,Nafta,5,Manual,2.5,SUV,125000.0
671,Renault,Captur,2020,Nafta,5,Manual,2.0,SUV,55000.0
672,Volkswagen,Bora,2010,Nafta,4,Manual,1.8,Sedán,90000.0
673,Volkswagen,Suran,2014,Nafta,5,Manual,1.6,Monovolumen,138000.0
674,Jeep,Renegade,2023,Nafta,5,Automática,1.8,SUV,1500.0
675,Audi,Q3,2017,Nafta,5,Automática,2.0,SUV,110000.0
676,Volkswagen,Crossfox,2017,Nafta,5,Manual,1.6,Hatchback,85000.0
677,Nissan,March,2018,Nafta,5,Manual,1.6,Hatchback,46000.0
678,Peugeot,Partner,2013,Diésel,3,Manual,1.6,Furgón,192000.0
679,Chevrolet,S10,2017,Diésel,4,Manual,2.8,Pick-Up,98000.0
